builtin_interfaces.msg.Time(sec=1759857047, nanosec=533320525)	2.2371907111850466e-07	3.3227224807886333e-16	2.970441954118657e-09	-3.088140953531303e-21	3.074306573948532e-21
builtin_interfaces.msg.Time(sec=1759857047, nanosec=572966322)	2.2371907111850416e-07	3.3227224807886176e-16	2.97044195411506e-09	-1.4558378780933287e-20	-1.0145211694030164e-19
builtin_interfaces.msg.Time(sec=1759857047, nanosec=613159128)	2.2371907111850373e-07	3.322722480788605e-16	2.9704419541140454e-09	-1.2352563814125212e-20	-3.6891678887382416e-20
builtin_interfaces.msg.Time(sec=1759857047, nanosec=662289089)	2.2371907111850336e-07	3.322722480788596e-16	2.9704419541105406e-09	-1.3234889800848443e-20	-8.608058407055898e-20
builtin_interfaces.msg.Time(sec=1759857047, nanosec=706927770)	2.2371907111850326e-07	3.3227224807885934e-16	2.9704419541093416e-09	-4.411629933616149e-22	-4.611459860922802e-20
builtin_interfaces.msg.Time(sec=1759857047, nanosec=744696260)	2.237190711185033e-07	3.3227224807885954e-16	2.9704419541052835e-09	-4.852792926977761e-21	-1.137493432360958e-19
builtin_interfaces.msg.Time(sec=1759857047, nanosec=782665778)	2.237190711185031e-07	3.3227224807885905e-16	2.9704419541015942e-09	-5.7351189137009924e-21	-7.070905120081631e-20
builtin_interfaces.msg.Time(sec=1759857047, nanosec=822570398)	2.2371907111850289e-07	3.3227224807885845e-16	2.970441954100764e-09	-3.5293039468929176e-21	-1.8445839443691208e-20
builtin_interfaces.msg.Time(sec=1759857047, nanosec=858730857)	2.2371907111850252e-07	3.3227224807885737e-16	2.9704419540981817e-09	-9.705585853955524e-21	-5.533751833107363e-20
builtin_interfaces.msg.Time(sec=1759857047, nanosec=894590131)	2.2371907111850225e-07	3.3227224807885663e-16	2.970441954096706e-09	-1.0587911840678754e-20	-4.304029203527949e-20
builtin_interfaces.msg.Time(sec=1759857047, nanosec=931235559)	2.2371907111850215e-07	3.322722480788563e-16	2.9704419540932012e-09	-3.970466940254533e-21	-1.1989795638399288e-19
builtin_interfaces.msg.Time(sec=1759857047, nanosec=972286375)	2.2371907111850215e-07	3.322722480788563e-16	2.9704419540901576e-09	-4.852792926977764e-21	-8.915489064450752e-20
builtin_interfaces.msg.Time(sec=1759857048, nanosec=14734353)	2.2371907111850199e-07	3.3227224807885594e-16	2.9704419540897887e-09	3.009265538105056e-37	-1.229722629579414e-20
builtin_interfaces.msg.Time(sec=1759857048, nanosec=54378780)	2.237190711185021e-07	3.322722480788566e-16	2.9704419540896965e-09	3.088140953531303e-21	3.0743065739485414e-21
builtin_interfaces.msg.Time(sec=1759857048, nanosec=96721419)	2.2371907111850154e-07	3.3227224807885495e-16	2.9704419540849005e-09	-1.6323030754379748e-20	-1.32195182679787e-19
builtin_interfaces.msg.Time(sec=1759857048, nanosec=133250211)	2.237190711185014e-07	3.322722480788543e-16	2.970441954083978e-09	-4.411629933616147e-22	-3.381737231343388e-20
builtin_interfaces.msg.Time(sec=1759857048, nanosec=171150851)	2.237190711185014e-07	3.322722480788544e-16	2.970441954081119e-09	1.128474576789396e-36	-9.837781036635313e-20
builtin_interfaces.msg.Time(sec=1759857048, nanosec=207054655)	2.237190711185014e-07	3.322722480788545e-16	2.970441954079551e-09	-1.7646519734464588e-21	-3.689167888738243e-20
builtin_interfaces.msg.Time(sec=1759857048, nanosec=242672067)	2.2371907111850114e-07	3.322722480788538e-16	2.970441954078352e-09	-8.38209687387068e-21	9.222919721845604e-21
