builtin_interfaces.msg.Time(sec=1759338581, nanosec=3827175)	-0.12554621957157772	0.4542203414048889	-2.52034322574129	0.19999999999991133	0.8000000000035594
builtin_interfaces.msg.Time(sec=1759338581, nanosec=54847888)	-0.13133976070721576	0.44994584751345756	-2.4915432257411654	0.19999999999991136	0.8000000000035594
builtin_interfaces.msg.Time(sec=1759338581, nanosec=100884152)	-0.1370078109048582	0.445506295297837	-2.4627432257410407	0.19999999999991136	0.8000000000035594
builtin_interfaces.msg.Time(sec=1759338581, nanosec=143408895)	-0.14254566918189443	0.44090536684570075	-2.433943225740916	0.19999999999991136	0.8000000000035594
builtin_interfaces.msg.Time(sec=1759338581, nanosec=190092936)	-0.1479487425346365	0.4361468780873763	-2.4051432257407948	0.19999999999988174	0.8000000000033533
builtin_interfaces.msg.Time(sec=1759338581, nanosec=237298502)	-0.15321254974767792	0.4312347756309777	-2.37634322574067	0.19999999999988916	0.8000000000033015
builtin_interfaces.msg.Time(sec=1759338581, nanosec=294190592)	-0.15833272511053326	0.4261731334891599	-2.3475432257405453	0.19999999999988916	0.8000000000033015
builtin_interfaces.msg.Time(sec=1759338581, nanosec=341868772)	-0.16330502203848601	0.42096614970020046	-2.318743225740421	0.19999999999988916	0.8000000000033017
builtin_interfaces.msg.Time(sec=1759338581, nanosec=381521510)	-0.1681253165946306	0.41561814284622034	-2.289943225740296	0.19999999999988916	0.8000000000033017
builtin_interfaces.msg.Time(sec=1759338581, nanosec=428937321)	-0.17278961091019454	0.41013354847142713	-2.261143225740171	0.19999999999988916	0.8000000000033017
builtin_interfaces.msg.Time(sec=1759338581, nanosec=474000178)	-0.17729403650030193	0.4045169154033504	-2.232343225740043	0.19999999999988177	0.8000000000033533
builtin_interfaces.msg.Time(sec=1759338581, nanosec=515809813)	-0.18163485747242633	0.398772901980125	-2.2035432257399146	0.19999999999988177	0.8000000000033533
builtin_interfaces.msg.Time(sec=1759338581, nanosec=561361500)	-0.1858084736248763	0.39290627218694535	-2.17474322573979	0.19999999999991136	0.8000000000035594
builtin_interfaces.msg.Time(sec=1759338581, nanosec=602676240)	-0.18981142343274143	0.38692189170489644	-2.145943225739665	0.19999999999991136	0.8000000000035594
builtin_interfaces.msg.Time(sec=1759338581, nanosec=655412988)	-0.19364038691881938	0.3808247238754451	-2.1171432257395404	0.19999999999991136	0.8000000000035594
builtin_interfaces.msg.Time(sec=1759338581, nanosec=700823601)	-0.19729218840714852	0.3746198255839285	-2.088343225739412	0.1999999999999114	0.8000000000035594
